marker_x,marker_z
14.696,3.737
15.956,2.286
14.303,2.326
15.746,2.894
14.620,2.761
14.887,2.339
15.050,3.032
15.795,3.218
15.300,2.557
15.623,2.859
14.005,2.535
14.442,3.042
14.855,3.838
14.817,3.517
15.260,3.254
14.339,2.661
15.635,3.882
15.674,3.581
14.358,2.508
15.697,2.955
14.470,3.760
14.269,2.960
15.173,3.866
14.223,3.558
14.188,3.814
15.117,3.492
14.047,2.747
14.320,3.270
14.367,3.381
15.994,2.479
15.172,2.276
15.531,2.719
15.342,2.771
14.008,4.482
15.219,5.382
14.233,5.282
15.467,5.494
14.919,5.356
15.225,5.149
14.585,4.240
15.621,4.737
15.708,4.539
15.723,5.422
14.721,4.199
14.965,4.088
14.398,5.595
15.129,5.652
14.196,4.750
15.948,4.515
15.124,4.997
15.369,4.004
14.683,4.387
14.569,5.591
14.457,5.173
14.765,4.706
15.913,4.667
15.885,4.971
14.967,5.789
14.170,5.647
14.879,4.625
14.763,4.120
14.051,5.291
14.346,4.235
14.274,5.440
15.893,4.289
15.998,4.695
14.600,5.495
14.187,5.348
15.046,4.739
15.311,5.622
14.666,4.420
15.053,4.806
15.577,5.220
15.278,4.592
15.837,4.574
15.843,5.906
14.188,4.697
15.792,5.560
15.351,4.943
15.514,4.037
15.934,4.329
14.420,4.706
14.019,7.037
15.699,7.804
14.480,6.691
14.725,7.474
15.110,6.241
14.659,7.188
15.608,7.252
15.836,7.860
14.487,7.416
14.471,7.962
15.979,6.104
15.268,7.954
15.984,6.754
15.479,6.352
15.136,7.936
14.991,7.725
14.043,7.874
15.986,7.956
14.765,6.263
14.753,7.064
15.596,6.178
15.202,6.905
15.201,7.898
14.649,6.069
15.194,7.450
15.437,7.276
15.187,7.685
14.941,7.589
15.399,6.710
15.545,6.759
14.880,7.470
15.127,6.008
14.405,7.313
15.626,6.569
14.111,7.331
14.264,6.288
14.931,6.303
14.964,7.611
15.893,7.051
14.539,7.256
14.346,6.013
15.224,6.894
15.175,7.851
14.085,7.143
14.060,7.914
14.901,6.194
14.856,6.357
15.054,7.374
14.147,6.725
15.010,8.969
15.036,8.836
14.938,8.607
15.237,8.753
14.038,9.524
15.530,9.668
15.139,9.021
15.643,8.506
14.130,8.423
15.620,8.071
14.786,8.857
15.745,9.534
14.545,8.155
15.069,9.082
15.812,9.204
15.626,9.540
14.342,9.045
14.374,8.780
15.267,9.042
15.949,9.725
14.331,9.424
14.274,9.764
14.893,8.527
14.096,8.392
14.266,8.034
14.511,8.880
15.944,8.534
15.545,8.798
15.292,8.703
15.837,9.196
15.253,8.442
14.509,9.254
15.638,9.250
15.268,8.228
14.557,8.177
15.813,9.479
15.563,8.652
14.598,8.423
15.062,8.499
14.030,9.198
15.554,8.460
14.149,9.874
15.270,9.539
15.863,8.998
15.767,8.463
15.788,9.309
14.042,9.594
15.778,9.425
14.726,8.596
15.178,11.308
14.924,10.160
14.888,10.338
15.265,11.114
15.287,11.785
15.715,11.224
15.082,10.512
15.728,10.997
15.148,11.712
15.287,10.802
14.413,11.487
14.407,10.619
15.865,11.097
15.655,10.730
15.726,11.670
15.247,10.662
15.872,11.209
15.300,10.700
14.545,10.687
14.782,11.277
15.440,11.058
15.736,10.553
14.203,11.985
14.335,11.501
14.433,10.115
15.332,10.812
14.224,11.683
15.464,10.921
15.322,11.296
14.382,11.480
15.960,11.674
14.656,11.585
15.434,10.184
15.427,11.069
15.470,10.975
15.270,10.171
14.467,10.508
14.820,11.898
15.654,11.330
14.736,10.394
15.245,11.866
15.554,11.624
15.636,11.064
15.001,11.680
15.725,11.706
15.326,11.039
15.397,11.179
14.218,10.069
14.257,11.548
15.860,12.102
15.658,13.710
15.698,13.387
14.091,13.467
15.477,12.234
15.010,12.323
14.104,12.659
15.133,12.812
14.915,12.852
14.302,13.172
14.892,13.768
14.955,13.187
14.400,12.162
14.269,13.995
15.012,13.376
15.051,13.679
15.967,12.195
14.418,13.466
14.849,13.082
14.349,12.328
15.026,12.099
15.159,12.803
15.422,13.840
15.962,13.861
15.188,13.675
15.187,13.611
14.826,12.623
15.202,13.666
14.333,13.169
14.119,13.989
15.929,13.333
14.835,12.015
15.928,13.308
14.372,12.879
15.316,13.971
15.588,12.546
15.601,13.593
14.299,12.670
15.489,12.046
15.908,12.985
14.960,12.834
14.569,12.047
14.303,12.242
14.972,12.128
14.662,13.941
15.803,13.094
15.672,12.331
14.941,13.060
14.735,12.963
15.455,14.645
15.507,15.336
14.468,14.639
14.148,14.379
15.944,15.887
14.913,15.948
15.460,15.218
15.630,14.631
14.038,14.209
14.637,15.187
15.082,14.622
15.741,15.921
15.490,15.305
14.758,15.319
15.014,14.379
14.195,14.245
14.912,15.526
15.640,15.017
15.964,14.188
14.425,15.681
14.917,14.481
14.118,14.777
15.419,14.655
15.408,14.933
14.498,15.889
14.952,14.582
14.660,14.262
14.734,14.117
14.660,14.679
15.516,15.813
15.012,14.598
14.924,15.800
15.303,14.344
15.747,15.421
15.360,15.836
15.003,14.288
15.357,14.540
15.339,14.330
14.899,14.455
15.320,15.168
14.163,14.941
14.187,14.111
15.148,15.220
15.618,15.097
14.106,15.336
14.086,15.890
15.205,15.409
14.353,15.837
14.499,15.984
15.672,17.513
14.255,17.288
15.265,16.549
14.712,16.215
14.622,16.965
15.326,16.839
15.202,16.327
14.561,17.281
15.092,16.024
14.302,16.734
15.182,16.992
15.936,17.457
14.422,16.187
14.176,17.563
14.724,16.130
15.684,17.394
15.073,16.825
14.559,17.313
15.408,16.376
15.746,17.719
15.827,17.601
14.439,17.091
15.701,16.962
14.533,16.889
14.231,17.132
14.188,17.102
15.030,17.497
15.567,17.288
14.290,17.908
14.819,16.876
15.093,16.012
15.356,17.584
15.418,17.448
14.496,17.742
14.438,17.246
14.532,17.328
14.628,17.722
14.289,17.558
14.281,17.190
14.232,17.805
15.978,16.809
15.185,17.688
15.574,17.867
15.730,17.135
15.270,16.816
14.342,16.224
15.327,16.380
15.323,17.627
15.990,16.037
14.601,19.466
14.178,18.196
14.458,19.381
14.508,19.373
15.240,19.648
15.215,18.688
15.122,18.134
14.522,18.990
15.985,18.915
14.042,18.921
14.469,19.368
14.751,19.237
14.265,19.548
14.106,19.693
14.706,18.659
15.881,19.810
15.723,18.442
15.260,19.825
14.224,18.278
14.766,19.162
15.969,19.832
15.588,18.698
15.982,18.042
15.863,18.174
15.593,18.270
14.475,19.041
15.140,18.419
15.937,18.062
14.421,19.850
14.924,19.975
15.940,19.877
14.000,18.545
15.021,19.688
15.130,18.297
15.842,18.482
14.510,18.260
15.463,19.644
15.301,18.022
14.902,19.759
15.815,19.421
15.325,18.302
15.723,18.171
14.411,18.784
15.845,18.741
14.954,19.195
14.084,18.809
14.772,18.540
15.066,18.586
15.970,19.284
16.047,1.336
16.636,0.520
16.664,0.399
17.024,1.679
17.064,1.027
17.285,1.575
16.001,0.357
16.812,0.623
17.451,1.816
16.263,1.018
17.304,1.289
16.322,0.711
16.706,1.342
16.260,1.973
17.609,0.837
16.354,0.373
17.081,0.231
17.244,0.981
17.962,1.875
16.267,1.598
16.402,1.640
17.846,1.846
17.862,1.166
17.994,1.907
16.137,1.047
17.989,1.742
16.953,0.282
17.296,0.587
16.719,0.283
16.776,1.560
17.975,0.766
16.272,1.162
16.116,1.830
17.616,0.514
16.952,1.545
17.117,0.120
17.651,1.353
16.613,0.987
16.647,0.597
17.126,1.892
17.070,0.493
16.196,1.637
17.248,0.860
16.957,0.077
16.866,1.905
16.004,0.749
16.319,0.402
16.135,0.918
17.848,0.547
17.013,3.833
17.994,2.831
17.813,3.030
17.959,3.218
16.926,3.477
17.419,3.961
16.775,3.376
16.351,2.350
16.802,3.449
16.454,2.724
16.700,3.494
16.701,2.042
16.940,3.051
16.612,2.337
16.666,3.971
17.784,2.357
16.010,3.714
17.259,3.715
16.906,3.174
17.289,3.852
17.438,3.857
17.054,3.131
17.821,2.222
16.897,2.372
17.038,3.985
16.650,2.138
16.234,2.216
16.594,2.092
17.895,2.037
16.635,3.727
16.900,3.715
16.245,2.797
16.495,2.996
16.732,2.742
17.260,2.460
16.414,3.432
16.115,2.733
16.239,2.545
17.455,3.353
16.433,3.880
17.448,2.113
17.726,3.930
17.578,2.684
17.723,3.013
16.488,3.344
17.983,2.289
16.185,2.606
16.365,2.968
17.668,2.579
16.212,5.020
16.052,5.860
16.921,5.699
16.234,4.770
17.475,5.199
17.182,4.757
17.499,5.755
17.886,4.767
17.387,5.488
17.065,4.400
16.082,5.327
17.656,4.668
16.061,4.302
16.182,4.160
16.090,5.532
16.040,5.427
17.308,4.220
16.769,5.407
17.208,5.956
16.386,4.698
17.076,4.656
16.818,5.483
17.447,4.440
17.523,4.940
17.148,4.764
17.339,5.928
16.475,5.119
17.643,5.771
16.090,4.608
16.865,4.960
16.178,4.715
17.436,4.566
17.442,4.575
17.215,4.198
16.487,5.070
16.473,5.307
17.166,5.039
16.494,5.642
16.443,5.941
16.838,5.691
16.339,4.272
17.358,4.896
16.521,4.036
16.009,4.475
17.101,4.613
16.519,4.647
16.200,4.303
16.994,5.083
17.849,4.880
17.501,6.391
16.782,7.468
17.712,7.452
17.683,7.033
16.650,6.409
17.462,7.829
17.626,6.138
16.099,7.088
16.393,7.995
16.649,7.288
17.626,6.666
17.938,6.284
17.742,7.929
16.539,7.647
17.163,6.131
17.577,6.493
16.055,7.208
16.929,7.141
16.628,6.050
16.379,7.888
16.042,6.021
16.294,7.233
16.991,7.464
17.384,6.853
16.026,6.975
16.103,7.646
16.677,6.290
17.258,6.151
17.445,6.571
16.390,7.659
17.705,6.921
17.485,7.335
17.615,6.932
16.578,7.643
17.064,6.078
16.815,7.414
17.736,7.778
17.542,6.847
17.353,6.913
16.959,7.767
16.151,6.654
16.937,7.445
16.660,7.359
17.530,7.305
16.850,7.406
17.763,6.815
17.695,6.731
16.246,7.887
17.232,6.909
16.189,8.088
16.171,8.580
16.369,9.985
17.112,8.039
16.620,8.929
16.443,9.793
17.402,8.595
16.977,8.907
16.019,8.581
16.384,9.945
17.036,9.402
17.494,8.326
17.478,9.153
17.520,8.898
16.344,9.197
16.271,9.548
17.037,9.156
16.416,8.659
16.226,8.537
17.861,8.232
17.754,9.297
17.304,9.473
17.105,8.663
17.023,8.675
17.029,8.515
17.969,8.183
17.871,8.659
17.225,8.287
17.167,8.271
16.881,8.824
16.078,8.871
16.407,8.320
17.207,9.087
17.576,9.481
17.389,8.569
17.989,8.841
17.986,9.332
16.292,9.386
16.271,9.860
17.121,9.960
16.460,8.269
16.851,8.271
17.940,9.855
16.203,9.307
17.278,9.334
16.788,9.972
17.556,9.080
17.630,9.759
17.600,9.684
16.741,10.275
16.670,10.141
17.811,11.416
17.166,11.979
17.075,11.025
16.917,10.639
16.418,11.827
17.617,10.426
17.775,10.470
16.964,10.334
16.901,10.466
17.069,11.066
17.568,11.867
16.702,10.557
16.240,11.462
17.926,10.312
16.314,10.334
16.694,11.877
17.957,10.570
17.959,11.742
16.635,11.948
16.871,10.013
16.370,10.404
16.618,11.134
16.800,11.101
16.473,11.999
16.105,11.908
16.609,11.754
16.856,10.098
17.249,10.597
16.852,10.086
16.710,11.901
16.010,11.010
17.900,10.963
17.369,11.976
17.842,10.693
17.265,11.775
17.774,11.559
16.748,10.881
16.393,10.101
17.300,10.551
17.813,11.318
16.914,10.838
16.783,11.249
17.603,10.316
16.746,11.059
16.391,11.353
17.287,10.941
16.858,11.720
16.538,13.148
17.302,12.372
17.105,12.460
16.570,12.188
17.080,13.416
17.633,13.509
16.685,12.602
17.956,13.267
16.139,13.321
16.738,13.524
17.286,12.963
16.072,12.235
16.552,12.362
16.096,12.047
17.807,13.485
17.197,13.944
16.670,12.743
17.322,13.556
16.850,12.240
17.470,12.931
16.054,12.286
17.421,13.605
16.048,13.468
16.767,13.760
16.422,13.601
17.299,13.296
16.626,13.872
17.836,13.629
17.840,13.490
17.519,12.013
17.230,13.149
16.681,13.223
16.173,12.620
17.309,12.390
16.992,12.787
16.195,13.811
17.777,13.434
16.820,13.544
17.851,13.099
17.040,12.601
17.442,12.311
16.635,12.549
16.125,12.512
17.783,12.338
17.595,13.988
16.524,12.161
17.332,13.111
16.275,13.161
16.735,12.217
17.455,14.800
16.257,14.421
16.289,14.699
17.137,14.684
16.849,14.769
16.273,15.452
17.398,14.427
17.795,14.169
17.092,14.737
17.916,14.985
16.112,14.263
16.613,15.964
17.286,14.462
16.699,14.112
16.256,15.424
17.855,15.532
16.263,15.771
16.184,15.023
16.607,15.526
16.841,14.428
16.842,15.780
16.308,14.051
17.775,15.935
17.886,14.456
17.331,14.378
16.944,14.952
16.336,15.366
17.505,14.088
16.295,15.950
16.728,14.454
16.215,15.742
16.848,15.126
16.552,15.352
17.127,14.037
17.319,14.287
17.402,15.616
16.442,14.142
17.760,15.979
17.418,15.885
17.936,15.012
16.327,15.053
16.968,15.640
17.280,15.674
16.693,15.593
16.351,14.720
17.633,14.004
17.055,15.906
16.837,14.122
17.450,14.657
16.250,16.470
17.904,17.040
17.150,17.762
17.608,16.484
17.248,17.883
16.884,17.100
17.975,16.244
17.363,17.405
16.558,17.834
17.081,17.275
16.412,16.275
16.569,17.931
16.436,16.191
16.991,17.769
16.762,16.206
16.400,17.858
17.529,16.889
17.157,17.902
16.227,16.944
16.609,16.495
16.201,17.974
16.047,16.466
17.849,17.118
16.039,17.140
17.098,17.886
17.188,16.320
16.709,16.492
16.374,17.805
16.974,16.003
17.552,17.249
17.373,17.627
17.155,16.193
17.754,17.427
17.184,17.058
16.585,17.801
16.029,16.928
16.862,16.022
16.089,16.930
17.213,17.164
16.265,17.025
16.784,17.709
16.364,17.023
17.445,17.163
17.507,17.625
17.896,17.996
17.576,16.324
17.233,17.196
17.782,17.961
16.528,17.777
17.403,18.751
17.991,19.533
16.761,19.597
16.286,19.363
17.509,19.502
17.537,18.475
16.264,18.892
16.624,18.776
16.683,19.658
16.291,19.773
16.016,19.737
16.664,18.285
17.217,19.036
16.717,18.287
16.662,18.525
16.264,19.196
16.544,19.289
16.024,19.906
16.014,19.380
16.340,18.894
16.114,19.255
16.103,19.705
16.572,19.633
16.438,18.126
17.532,18.566
16.732,18.365
16.268,19.550
17.551,18.547
17.941,19.490
16.014,18.835
16.485,18.307
16.190,18.502
16.652,19.041
16.074,19.245
17.308,18.216
17.707,19.073
17.026,19.325
16.005,18.071
16.036,19.204
16.861,18.359
17.612,18.145
16.067,19.549
16.937,19.536
17.644,18.023
16.526,19.850
17.123,19.340
16.256,18.796
16.345,18.078
17.082,18.439
19.345,0.441
18.475,1.110
19.876,1.923
18.680,0.909
18.150,1.354
19.819,0.623
19.338,1.638
18.935,0.861
19.404,0.495
19.013,1.228
18.842,1.518
19.060,0.347
19.858,0.861
19.293,0.540
19.582,1.866
18.503,1.978
18.853,0.944
19.661,0.124
19.155,1.028
18.821,1.267
19.257,1.895
19.392,1.970
18.126,1.687
18.824,1.238
19.666,0.935
19.797,1.222
19.856,1.396
18.949,1.272
19.845,1.023
19.224,1.151
19.565,1.373
18.895,0.215
19.427,0.770
19.321,0.387
18.660,1.536
18.510,1.722
19.858,0.599
18.542,0.389
18.298,1.794
19.918,1.865
19.588,1.164
18.902,1.176
18.210,1.585
18.906,0.980
18.521,0.012
19.992,1.304
18.771,1.668
19.553,1.770
19.709,0.494
18.228,2.089
18.322,2.155
18.117,3.660
18.296,2.934
19.366,2.085
19.735,2.809
18.166,3.393
19.717,2.042
18.256,3.813
18.240,3.578
18.959,3.885
19.136,2.575
19.850,2.735
18.490,3.382
19.082,3.325
18.151,3.255
19.463,2.481
18.883,3.158
19.328,2.528
18.730,2.930
18.275,2.326
19.135,3.146
18.831,2.536
18.413,2.988
18.096,2.916
19.096,2.425
18.450,2.468
18.754,2.026
19.366,2.244
18.823,2.709
19.401,3.624
19.019,2.756
18.421,3.880
19.899,2.380
19.137,3.836
19.127,3.178
19.993,3.443
18.005,2.778
18.486,2.069
19.848,3.985
18.974,3.330
18.739,2.744
18.030,3.270
18.251,2.235
19.419,3.693
18.686,3.406
19.740,3.475
18.393,3.261
18.810,3.662
19.738,5.216
19.855,5.158
19.270,4.833
19.555,4.829
18.667,5.244
19.020,4.830
18.008,5.579
19.753,4.965
19.943,4.713
19.666,4.895
18.314,5.641
19.202,4.005
19.804,4.791
18.643,5.747
18.163,5.596
18.649,4.268
19.578,4.627
19.102,4.128
18.752,5.614
18.308,4.939
18.253,5.644
19.631,5.721
18.690,4.877
19.611,4.792
18.294,4.072
18.634,4.009
19.443,5.241
18.217,5.167
18.719,5.746
19.966,5.373
18.034,5.150
18.272,5.199
19.414,5.135
19.814,4.444
18.982,5.799
19.915,5.292
18.709,4.639
18.833,5.705
19.503,5.550
18.036,4.844
18.191,4.125
19.526,5.342
19.953,4.596
18.283,4.230
18.781,4.714
18.877,5.347
19.520,5.875
18.323,5.022
18.050,4.824
18.236,7.866
19.177,6.230
18.347,6.467
18.793,6.456
18.450,7.807
19.870,7.831
18.828,6.218
18.846,7.737
18.244,7.685
19.967,7.831
19.529,7.305
18.156,7.702
19.858,6.725
19.952,6.285
19.761,7.362
19.105,7.341
19.928,6.218
18.370,6.314
19.892,6.109
18.077,6.883
19.618,7.117
19.026,6.515
18.102,7.073
18.282,7.336
18.003,7.892
19.425,7.630
18.396,7.565
19.820,6.279
18.702,6.629
18.469,7.457
19.854,6.911
19.007,7.895
19.762,7.384
19.405,6.016
19.145,6.923
18.944,7.268
18.789,6.785
18.018,6.960
18.285,6.629
19.336,6.914
19.331,6.879
18.076,7.243
19.639,7.249
19.563,7.575
18.514,6.239
18.026,7.030
18.185,7.420
19.000,7.259
19.920,7.312
18.939,9.867
19.019,8.676
18.589,8.525
19.723,8.024
19.706,9.087
18.114,9.170
19.657,8.023
18.069,9.626
19.484,8.480
18.325,9.654
19.987,8.286
19.714,8.801
19.388,9.206
18.650,9.705
19.139,9.767
19.901,8.013
19.440,8.959
18.737,8.199
19.021,9.128
19.496,8.110
18.763,9.378
18.641,8.043
19.706,9.779
19.370,9.173
19.024,9.715
19.833,9.144
18.507,8.667
18.032,9.621
19.135,8.749
19.456,9.643
18.292,9.316
18.513,9.559
19.191,8.946
19.834,9.386
19.061,9.116
18.495,8.382
19.672,8.879
19.230,9.656
18.758,8.860
19.698,8.626
19.884,9.885
19.855,9.142
19.349,8.537
18.512,8.070
19.657,8.985
19.122,8.173
18.139,9.366
19.877,8.085
18.286,8.047
18.158,11.192
18.341,10.088
18.419,10.240
18.732,11.197
19.558,11.480
18.898,11.508
18.832,11.150
19.065,10.487
18.396,10.135
19.554,11.277
19.509,11.579
19.158,11.804
18.482,11.299
19.172,10.937
19.428,11.790
18.631,11.041
19.870,11.635
19.308,11.208
18.281,11.149
18.053,10.504
19.612,10.049
19.026,11.525
19.862,11.975
19.380,11.582
19.773,11.672
18.973,11.832
18.693,11.643
19.654,11.657
18.681,10.086
18.697,10.616
19.912,10.933
19.946,11.269
19.443,11.795
19.220,11.199
18.406,10.633
19.557,11.532
19.694,10.959
18.852,10.277
19.190,10.392
19.454,11.795
18.614,10.366
18.270,10.707
19.043,11.819
18.973,11.559
19.176,10.660
18.832,10.548
19.389,11.837
19.763,10.638
19.663,11.816
18.147,12.350
18.431,12.281
18.978,13.576
18.419,12.870
18.902,12.692
18.533,13.755
19.724,12.311
19.862,13.891
18.924,13.972
18.854,13.727
18.758,13.085
19.737,12.212
18.506,12.444
19.229,12.888
19.426,13.614
19.627,12.903
18.974,12.511
19.305,13.745
19.864,12.495
18.711,13.501
18.511,13.262
18.917,13.480
18.443,12.879
18.770,12.983
19.223,13.257
19.731,13.049
18.461,12.376
18.446,12.994
19.462,13.575
18.118,12.532
18.090,13.226
18.747,13.325
19.396,13.095
19.290,12.736
19.575,12.709
19.811,13.637
19.828,12.038
18.684,13.047
19.672,13.810
18.907,13.441
18.269,13.758
18.594,13.530
19.348,12.133
19.699,12.321
18.256,12.776
18.051,13.282
18.727,13.068
18.746,12.411
19.921,13.076
19.962,15.033
19.283,15.200
19.269,15.125
19.815,14.638
19.486,15.997
19.287,15.977
18.152,14.128
19.978,14.229
19.672,14.976
18.499,15.620
18.202,14.570
18.254,14.444
18.338,15.708
18.117,15.294
19.659,14.555
19.869,14.992
18.207,14.471
19.974,15.515
18.949,14.871
18.246,14.238
18.288,15.934
18.976,14.816
18.696,14.969
19.075,14.990
18.509,15.258
18.803,14.664
18.978,15.182
19.638,14.538
19.600,14.447
18.856,14.621
19.835,15.213
19.376,14.944
18.226,14.954
18.444,15.760
19.027,14.849
19.706,15.581
19.369,14.524
18.239,14.326
19.043,14.948
19.101,15.922
19.962,14.306
18.966,15.654
19.356,14.659
19.400,14.580
19.772,14.196
19.348,14.330
19.933,14.902
19.385,14.593
19.530,14.443
19.303,16.607
19.992,16.092
19.596,16.968
18.318,17.497
18.391,17.068
18.011,16.117
18.408,16.470
18.199,16.117
19.503,17.541
18.983,16.566
19.345,17.654
18.099,17.716
19.814,16.262
18.928,17.203
19.655,17.165
18.944,16.965
18.975,17.288
18.646,16.695
18.126,16.267
18.038,16.645
18.555,16.166
18.729,17.587
18.160,17.638
18.700,16.748
18.742,17.840
19.817,17.530
18.091,16.409
19.142,17.829
18.286,16.822
18.105,16.760
18.758,17.447
18.606,16.608
19.692,17.599
18.102,17.817
18.320,16.904
18.746,17.820
19.670,17.305
18.639,17.531
18.334,17.997
18.259,16.317
18.825,16.628
18.126,17.241
19.068,17.052
18.771,17.421
18.607,16.977
19.061,17.277
18.076,17.791
19.964,17.523
19.504,17.898
19.786,19.680
18.015,19.872
19.968,18.939
18.487,18.734
19.495,19.188
19.720,19.678
18.983,19.007
19.705,18.543
18.495,18.452
18.519,19.356
18.170,19.438
18.435,18.258
19.709,19.523
19.805,18.107
19.782,19.924
18.269,19.105
19.437,19.568
19.860,19.722
18.544,19.983
19.568,19.264
19.365,18.856
19.920,18.374
18.289,19.062
19.149,18.787
19.817,18.978
19.498,18.656
19.837,18.892
19.238,18.756
18.270,19.328
18.954,19.872
18.134,18.086
19.661,18.702
19.107,19.826
19.316,18.571
18.629,18.991
19.289,18.269
18.626,19.897
19.348,19.342
18.908,18.790
18.735,19.125
19.300,19.696
19.874,19.849
19.581,18.856
18.299,19.126
19.280,19.586
19.344,18.123
18.407,18.348
19.164,18.737
19.159,19.863
